DateTime4,LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Speed (m/s),Temperature,DewPoint,Humidity,Pressure
08-01-2018 17.50,820.4204305,968.0975756,6.886972269,84,70,62,29.55
08-01-2018 18.20,478.0172221,524.8463765,5.636374633,82,72,70,29.55
08-01-2018 18.50,481.7027893,536.6152759,5.702617645,81,72,74,29.55
08-01-2018 19.20,663.1944987,779.1724927,6.426817735,81,72,74,29.55
08-01-2018 19.50,677.8781332,861.1752461,6.627553145,79,73,83,29.55
08-01-2018 20.20,624.1772054,767.5098502,6.399938583,79,73,83,29.55
08-01-2018 20.50,1021.503967,1207.36151,7.376408259,79,73,83,29.55
08-01-2018 21.20,1077.732015,1168.679682,7.323648135,79,73,83,29.58
08-01-2018 21.50,1029.231954,1107.2189,7.195111116,77,73,89,29.58
08-01-2018 22.20,967.3064372,994.0797564,6.949088097,77,73,89,29.58
08-01-2018 22.50,600.6361592,680.3501893,6.149930636,77,73,89,29.58
08-01-2018 23.20,383.190094,453.3734338,5.441718578,77,73,89,29.58
08-01-2018 23.50,352.7758586,436.8401779,5.385951837,77,73,89,29.58
09-01-2018 0.20,281.8384959,346.864397,5.042281946,73,72,94,29.64
09-01-2018 0.50,308.9329071,381.979075,5.168762366,73,72,94,29.64
09-01-2018 1.20,353.6388957,427.5170715,5.342029571,73,70,88,29.64
09-01-2018 1.50,454.6526693,521.4363006,5.677118778,72,70,94,29.64
09-01-2018 2.20,495.9187012,583.2455049,5.873330752,72,70,94,29.64
09-01-2018 2.50,383.7871399,453.2544519,5.442456404,50,43,88,29.64
09-01-2018 3.20,248.2777964,295.7239378,4.810330073,50,43,88,29.64
09-01-2018 3.50,121.7353007,155.6218895,4.171854973,73,72,94,29.64
09-01-2018 4.20,138.3639323,172.7791447,4.253691514,72,70,94,29.64
09-01-2018 4.50,199.7679367,227.3197763,4.486137072,72,72,100,29.64
09-01-2018 5.20,9.285684467,6.016015683,2.838822365,72,70,94,29.64
09-01-2018 5.50,2.490577062,9.54557664,2.865136306,72,70,94,29.61
09-01-2018 5.50,2.490577062,9.54557664,2.865136306,72,70,94,29.64
09-01-2018 6.20,0,15.19093842,2.923126618,72,72,100,29.61
09-01-2018 6.20,0,15.19093842,2.923126618,72,70,94,29.64
09-01-2018 7.20,0,5.482046457,2.807581027,73,72,94,29.64
09-01-2018 7.50,0,13.93424905,2.908305724,73,72,94,29.64
09-01-2018 8.20,0,0,2.379211664,75,72,89,29.64
09-01-2018 9.20,0,10.28556469,2.68896838,81,70,70,29.64
09-01-2018 9.50,0,16.04042587,3.095128059,82,70,66,29.64
09-01-2018 10.20,0,9.588593227,2.916130702,84,70,62,29.64
09-01-2018 11.20,12.66511349,57.27436549,3.527626991,86,68,55,29.61
09-01-2018 11.50,20.14326708,41.59940337,3.257830063,88,66,49,29.61
09-01-2018 12.20,0,13.57420819,2.819542647,88,63,43,29.61
09-01-2018 12.50,110.423487,157.8192167,4.164334059,90,64,43,29.61
09-01-2018 13.20,184.8445028,215.9730854,4.469168663,90,66,46,29.61
09-01-2018 13.50,235.497462,280.1102922,4.761888822,90,68,49,29.61
09-01-2018 14.20,283.9784342,352.0847608,5.058942954,88,66,49,29.61
09-01-2018 14.50,266.7303009,355.4523545,5.075156689,88,64,46,29.61
09-01-2018 15.20,363.7434997,427.0532444,5.350657781,88,64,46,29.61
09-01-2018 15.50,315.0183716,366.96199,5.113592942,88,66,49,29.61
09-01-2018 16.20,769.4078776,832.8909216,6.539527575,86,68,55,29.61
09-01-2018 16.50,1209.067668,1271.283544,7.514812946,84,68,58,29.61
09-01-2018 17.20,858.1721192,913.8112266,6.702349981,84,68,58,29.61
09-01-2018 17.50,736.3548788,737.0332853,6.31220754,82,70,66,29.61
09-01-2018 18.20,1315.794678,1310.714268,7.601243019,81,70,70,29.61
09-01-2018 18.50,980.9104205,934.6971219,6.804869334,79,70,74,29.61
09-01-2018 19.20,877.4505615,884.9294224,6.694344361,79,72,78,29.61
09-01-2018 19.50,671.8713582,579.2681627,5.773987929,77,72,83,29.61
09-01-2018 20.20,713.2751465,582.2113201,5.869843006,77,72,83,29.61
09-01-2018 20.50,828.9437052,561.9263777,5.805359999,77,72,83,29.61
09-01-2018 21.20,891.4722087,562.6246946,5.805110931,77,72,83,29.61
09-01-2018 21.50,881.8707072,585.8787343,5.870527267,75,72,89,29.61
09-01-2018 22.20,549.0504354,454.1185537,5.430290699,75,72,89,29.61
09-01-2018 22.50,382.9600932,318.5642412,4.908937454,75,72,89,29.61
09-01-2018 23.20,254.2577667,189.0368897,4.339692752,75,72,89,29.61
09-01-2018 23.50,501.4867757,527.5358942,5.684050083,75,72,89,29.61
10-01-2018 0.20,411.7019552,460.6735964,5.431509018,64,63,94,29.64
10-01-2018 0.50,357.6767273,385.7332689,5.18769153,64,63,94,29.61
10-01-2018 1.20,245.360967,272.8610703,4.727842013,64,63,94,29.61
10-01-2018 1.50,46.29939238,54.54750147,3.131794294,64,63,94,29.58
10-01-2018 2.20,70.0564982,86.55056708,3.026116093,64,63,94,29.58
10-01-2018 2.50,3.546613377,0,2.441871723,50,43,88,29.64
10-01-2018 3.50,0,0,2.023152947,64,63,94,29.58
10-01-2018 4.20,0,0,1.492373665,64,63,94,29.58
10-01-2018 4.50,0,0,1.513919989,64,63,94,29.58
10-01-2018 5.20,0,0,1.794319391,64,63,94,29.55
10-01-2018 5.50,0,0,1.962768038,64,63,94,29.55
10-01-2018 6.20,0,0,1.989042679,64,63,94,29.55
10-01-2018 6.50,0,0,1.102573305,64,63,94,29.55
10-01-2018 7.20,0,0,0.587242573,66,63,88,29.55
10-01-2018 7.50,0,0,1.490112622,66,64,94,29.52
10-01-2018 8.20,0,0,1.867099364,68,64,88,29.52
10-01-2018 8.50,0,0,1.474490682,70,64,83,29.52
10-01-2018 9.20,0,0,1.019387464,70,64,83,29.52
10-01-2018 9.50,0,0,1.530324022,72,64,78,29.52
10-01-2018 10.20,0,0,1.239073634,73,63,69,29.52
10-01-2018 10.50,0,0,2.109004657,75,63,65,29.52
10-01-2018 11.20,0,0,2.081546307,75,61,61,29.52
10-01-2018 11.50,0,0,1.693388343,77,63,61,29.49
10-01-2018 12.20,0,0,1.288125952,77,63,61,29.49
10-01-2018 12.50,0,0,1.09722968,77,57,50,29.49
10-01-2018 13.20,0,0,1.955208977,79,59,51,29.49
10-01-2018 14.20,122.6553345,178.687494,4.22535793,79,57,47,29.46
10-01-2018 14.50,10.62883313,0,2.209192634,79,57,47,29.46
10-01-2018 15.20,7.33404986,54.29821643,3.038094282,77,59,54,29.46
10-01-2018 15.50,16.40847015,5.958883443,1.561679045,75,61,61,29.46
10-01-2018 16.20,477.1948077,478.1663732,5.28129824,68,59,73,29.49
10-01-2018 16.50,1040.268677,1214.898894,7.397764842,68,63,83,29.49
10-01-2018 17.20,1051.988037,1191.50669,7.369384448,70,63,78,29.49
10-01-2018 17.50,935.2642824,1111.713354,7.182693958,72,63,73,29.49
10-01-2018 18.20,1090.153768,1244.02871,7.470337391,72,63,73,29.49
10-01-2018 18.50,847.8196818,963.2587888,6.862045606,70,64,83,29.49
10-01-2018 19.20,951.7537639,1124.380071,7.229544004,70,64,83,29.52
10-01-2018 19.50,584.0039673,646.7979523,5.970053991,70,63,78,29.52
10-01-2018 20.20,88.59155464,115.5393991,3.834364414,68,63,83,29.52
10-01-2018 20.50,11.54776382,20.80118676,3.014556726,66,63,88,29.52
10-01-2018 21.20,28.57728803,120.5326884,3.806893349,68,61,78,29.55
10-01-2018 21.50,57.18530067,67.68201197,2.936846971,66,61,83,29.55
10-01-2018 22.20,173.8636068,219.1616929,4.330583414,66,63,88,29.55
10-01-2018 22.50,430.263265,525.9738486,5.690457344,66,61,83,29.55
10-01-2018 23.20,827.145935,938.9362878,6.797826608,68,61,78,29.58
10-01-2018 23.50,1269.247538,1329.481486,7.59739987,68,59,73,29.58
11-01-2018 0.20,1098.213033,1165.326724,7.307759285,57,48,72,29.93
11-01-2018 0.50,939.5535889,1088.147003,7.153946718,57,48,72,29.93
11-01-2018 1.20,807.2114868,1111.298266,7.195815722,59,48,67,29.93
11-01-2018 1.50,1036.67098,1263.95194,7.501008034,59,48,67,29.96
11-01-2018 2.20,678.8588053,770.1668617,6.405649662,55,48,77,29.96
11-01-2018 2.50,426.8190511,518.6338441,5.652390639,55,48,77,29.96
11-01-2018 3.20,377.1298065,445.0205593,5.379267374,55,48,77,29.93
11-01-2018 3.50,570.7638652,691.1795363,6.190539678,55,48,77,29.93
11-01-2018 4.20,958.7019246,1064.29295,7.042442958,57,48,72,29.96
11-01-2018 4.50,1138.074198,1310.226675,7.545517604,54,48,82,29.96
11-01-2018 5.20,717.1655884,850.0295563,6.555162907,54,48,82,29.96
11-01-2018 5.50,675.0216675,782.8070995,6.391548952,54,48,82,29.96
11-01-2018 6.20,157.9613342,192.4830329,4.343155861,55,46,72,29.96
11-01-2018 6.50,124.4266993,179.4716671,4.292574724,52,48,88,29.99
11-01-2018 7.20,212.7887319,306.2527933,4.867758592,55,46,72,29.96
11-01-2018 7.50,274.8041026,361.716146,5.095271111,54,48,82,29.99
11-01-2018 8.20,375.9268596,453.1738698,5.423276266,55,50,82,29.99
11-01-2018 8.50,1604.482015,1887.120499,8.579652786,59,52,77,29.99
11-01-2018 9.20,984.8671876,3151.971817,10.71732998,59,52,77,29.99
11-01-2018 10.50,174.860494,1774.811316,8.408873876,68,55,64,29.96
11-01-2018 11.20,1609.126017,1625.898428,8.155811787,70,55,60,29.96
11-01-2018 11.50,2299.45931,2297.846395,9.236902555,72,54,53,29.96
11-01-2018 12.20,2562.277262,2510.058962,9.593414624,75,50,41,29.96
11-01-2018 12.50,2473.549317,2636.074601,9.799534481,75,50,41,29.96
11-01-2018 13.20,1806.812337,1977.08996,8.735937119,73,55,53,29.93
11-01-2018 13.50,1541.673665,1748.095687,8.369204839,73,55,53,29.93
11-01-2018 14.20,1519.00765,1452.785566,7.828697204,72,55,57,29.93
11-01-2018 14.50,964.250122,999.2315781,6.91394488,70,57,64,29.93
11-01-2018 15.20,721.1875203,792.492646,6.40933164,70,57,64,29.96
11-01-2018 15.50,633.2180074,656.4674118,6.064819336,68,57,68,29.96
11-01-2018 16.20,1104.088664,1037.037783,7.030824661,66,57,73,29.96
11-01-2018 16.50,1431.092692,1369.470044,7.69141833,64,57,77,29.96
11-01-2018 17.20,1711.229004,1781.570308,8.397079468,63,57,82,29.96
11-01-2018 17.50,1905.46932,2085.213359,8.90657107,61,57,88,29.96
11-01-2018 18.20,2013.366658,2005.958097,8.77915891,61,57,88,29.99
11-01-2018 18.50,1690.179321,1644.975233,8.180860996,61,57,88,29.99
11-01-2018 19.20,1591.11202,1482.154412,7.905842622,61,55,82,29.99
11-01-2018 19.50,1923.56132,1875.993734,8.567824681,59,55,88,29.99
11-01-2018 20.20,2252.795044,2397.145733,9.40789636,59,55,88,29.99
11-01-2018 20.50,1409.572998,1406.800376,7.76556476,59,55,88,29.99
11-01-2018 21.20,1194.416036,1206.808183,7.37606287,59,55,88,29.99
11-01-2018 21.50,2066.628662,2182.664744,9.054197947,59,55,88,29.99
11-01-2018 22.20,1798.187948,1794.150913,8.427224954,59,55,88,29.99
11-01-2018 22.50,957.9985556,999.3099963,6.960910638,59,55,88,29.99
11-01-2018 23.20,922.9623005,910.0818198,6.738922278,59,55,88,29.99
11-01-2018 23.50,726.316508,746.2410829,6.340467294,59,55,88,29.99
12-01-2018 0.20,424.4061076,442.7156614,5.295883338,41,37,87,29.81
12-01-2018 0.50,136.0153014,120.9024174,3.848397334,39,37,93,29.81
12-01-2018 1.20,20.83945338,46.80957612,3.407149712,39,36,87,29.81
12-01-2018 1.50,0.335444649,7.965064717,2.671641986,39,36,87,29.81
12-01-2018 2.20,435.8947773,540.5112826,4.910925094,39,36,87,29.81
12-01-2018 2.50,0,9.34496884,2.966448704,39,36,87,29.84
12-01-2018 3.20,61.23587926,123.9097697,3.993221919,39,36,87,29.84
12-01-2018 3.50,11.0100975,13.19879929,2.904939254,39,36,87,29.81
12-01-2018 4.20,2.581666629,24.62019141,3.094781955,39,36,87,29.81
12-01-2018 4.50,46.89600247,97.87555991,3.776559671,39,36,87,29.81
12-01-2018 5.20,6.134731135,6.173835073,2.819330056,39,36,87,29.81
12-01-2018 6.20,31.12189992,64.23783569,3.577852964,39,36,87,29.81
12-01-2018 6.50,0,0,1.40049537,39,36,87,29.84
12-01-2018 7.50,0,0,2.00895071,39,36,87,29.84
12-01-2018 8.20,0,0,1.967550715,39,36,87,29.84
12-01-2018 8.50,0,0,1.678980033,39,36,87,29.87
12-01-2018 9.20,0,0,0.943678359,39,36,87,29.87
12-01-2018 9.50,0,0,2.193289677,39,36,87,29.87
12-01-2018 10.50,0,0,1.289396942,39,36,87,29.87
12-01-2018 11.20,0,0,1.840994994,41,36,81,29.87
12-01-2018 11.50,1.055955331,31.19440294,3.252867063,41,36,81,29.87
12-01-2018 12.20,0,0,1.817415317,41,36,81,29.87
12-01-2018 12.50,0,0,1.549679001,41,36,81,29.87
12-01-2018 13.20,0,0,1.584221323,41,36,81,29.87
12-01-2018 13.50,0,0,1.644556324,41,37,87,29.87
12-01-2018 14.20,0,0,1.906775991,41,36,81,29.87
12-01-2018 14.50,0,0,1.840875665,41,36,81,29.87
12-01-2018 15.20,0,0,1.804952661,41,37,87,29.87
12-01-2018 15.50,0,0,1.937594652,41,36,81,29.87
12-01-2018 16.20,0,0,2.110374649,41,36,81,29.87
12-01-2018 16.50,0,0,2.343409061,41,36,81,29.87
12-01-2018 17.20,0,0,2.43043836,41,36,81,29.87
12-01-2018 17.50,12.43939972,63.62008181,3.511802673,41,36,81,29.87
12-01-2018 18.20,164.9830348,172.5593585,4.140092929,41,36,81,29.87
12-01-2018 18.50,243.0587006,238.6349488,4.556589285,41,36,81,29.87
12-01-2018 19.20,618.8229675,596.2123577,5.883375009,41,36,81,29.87
12-01-2018 19.50,293.1412303,300.0501924,4.829425653,41,36,81,29.87
12-01-2018 20.20,202.6201375,217.5022829,4.477604866,41,37,87,29.87
12-01-2018 20.50,277.6475678,304.2812436,4.867143631,41,37,87,29.87
12-01-2018 21.20,311.1545919,324.1253311,4.946727117,41,37,87,29.87
12-01-2018 21.50,301.1105347,325.5220685,4.955898126,41,37,87,29.87
12-01-2018 22.20,373.5011292,387.1222263,5.196197351,41,39,93,29.87
12-01-2018 22.50,665.0211589,621.9747087,5.988122622,43,39,87,29.87
12-01-2018 23.20,713.8974813,647.6293786,6.062379042,43,39,87,29.87
12-01-2018 23.50,661.0744629,614.1274979,5.961062749,43,39,87,29.87
13-01-2018 0.20,770.7206421,670.9231051,6.126982689,45,43,93,29.81
13-01-2018 0.50,633.1599731,579.7370547,5.860379696,45,41,87,29.81
13-01-2018 1.20,916.1604411,819.0418208,6.531962554,45,41,87,29.81
13-01-2018 1.50,910.1443684,792.3578728,6.459503651,45,43,93,29.81
13-01-2018 2.20,991.6632081,831.2819194,6.56114467,45,43,93,29.81
13-01-2018 2.50,1251.619954,1082.399754,7.13454469,50,43,88,29.64
13-01-2018 3.20,1388.629028,1214.495537,7.392057737,50,43,88,29.64
13-01-2018 3.50,2098.674032,1891.85183,8.600681941,45,43,93,29.81
13-01-2018 4.20,2021.887695,1740.251461,8.354516347,45,43,93,29.81
13-01-2018 4.50,2547.297038,2599.402746,9.714563372,45,43,93,29.81
13-01-2018 5.20,2645.005697,2796.994347,10.03988965,45,43,93,29.81
13-01-2018 5.50,2658.271321,2787.72461,10.02879651,45,43,93,29.81
13-01-2018 5.50,2658.271321,2787.72461,10.02879651,45,41,87,29.81
13-01-2018 6.20,2745.01766,2904.218711,10.22936408,45,41,87,29.81
13-01-2018 6.50,2686.210287,2771.624278,9.977787653,45,43,93,29.81
13-01-2018 7.20,2791.95638,2815.765691,10.14887238,45,43,93,29.81
13-01-2018 7.50,3332.144694,3363.591664,11.28866005,45,43,93,29.81
13-01-2018 8.20,3464.705729,3482.858862,11.85166009,45,43,93,29.81
13-01-2018 8.50,3295.728272,3280.945179,11.0363032,45,43,93,29.81
13-01-2018 9.20,3283.797038,3416.926626,11.50978661,45,43,93,29.81
13-01-2018 9.50,3403.6757,3415.761902,11.4770066,46,43,87,29.81
13-01-2018 10.20,3339.963054,3381.053348,11.44545301,46,43,87,29.81
13-01-2018 10.50,3465.847331,3533.935243,12.18129031,46,43,87,29.81
13-01-2018 11.20,3588.497721,3600,13.75634003,46,43,87,29.81
13-01-2018 11.50,3522.442627,3546.05658,12.18964672,46,43,87,29.78
13-01-2018 12.20,3407.590332,3437.070463,11.61063671,46,43,87,29.78
13-01-2018 12.50,3574.286052,3579.77717,12.87188339,46,43,87,29.78
13-01-2018 13.20,3599.573649,3597.439191,13.49827353,46,43,87,29.75
13-01-2018 13.50,3600.996013,3600,13.58217684,46,43,87,29.75
13-01-2018 14.20,3601.052978,3600,13.80263647,46,43,87,29.75
13-01-2018 14.50,3603.130371,3600,14.65274652,46,43,87,29.75
13-01-2018 15.20,3392.448731,3457.265683,11.83224011,45,41,87,29.75
13-01-2018 15.50,3554.815023,3579.399878,13.37826315,45,41,87,29.75
13-01-2018 16.20,3462.655355,3525.195563,12.11973667,45,41,87,29.75
13-01-2018 16.50,3330.923991,3418.055378,11.8888499,45,41,87,29.75
13-01-2018 17.20,3587.616374,3600,13.47318013,43,41,93,29.75
13-01-2018 17.50,3517.166748,3538.091672,12.53314654,43,41,93,29.75
13-01-2018 18.20,3568.126302,3596.045981,13.20393308,43,41,93,29.75
13-01-2018 18.50,3587.934326,3600,13.75881322,43,41,93,29.75
13-01-2018 19.20,3534.398275,3587.639319,13.00813993,43,41,93,29.78
13-01-2018 19.50,3508.970378,3576.6624,12.82366339,43,41,93,29.75
13-01-2018 20.20,3446.873372,3595.716094,12.91090679,43,41,93,29.75
13-01-2018 20.50,3027.025065,3518.271072,12.62362671,43,39,87,29.75
13-01-2018 21.20,1932.600993,3471.21689,11.72745673,41,39,93,29.75
13-01-2018 21.50,1788.224325,3586.669175,13.16694323,41,39,93,29.75
13-01-2018 22.20,572.4331055,3594.543189,13.81875006,41,39,93,29.75
13-01-2018 22.50,362.1294047,3577.349934,12.58589331,41,39,93,29.75
13-01-2018 23.20,360.0226644,3597.742482,13.64845339,41,39,93,29.78
13-01-2018 23.50,378.6670329,3600,14.28511651,41,39,93,29.75
14-01-2018 0.20,401.8909403,3600,15.96181043,41,39,93,29.75
14-01-2018 0.50,834.1925659,3600,15.99331633,41,39,93,29.75
14-01-2018 1.20,1192.266357,3600,16.12981001,41,37,87,29.75
14-01-2018 1.50,531.0923462,3600,14.6448466,41,37,87,29.75
14-01-2018 2.20,808.6948954,3600,15.56185977,41,37,87,29.75
14-01-2018 2.50,922.285909,3600,15.71948687,50,43,88,29.64
14-01-2018 3.20,937.8375651,3600,15.5234766,50,43,88,29.64
14-01-2018 3.50,682.2788391,3598.901216,13.8079834,41,37,87,29.75
14-01-2018 4.20,867.8178508,3600,14.57490317,41,37,87,29.75
14-01-2018 4.50,863.383443,3582.70437,14.43550968,41,37,87,29.78
14-01-2018 5.20,620.5128988,3600,14.62653001,41,37,87,29.78
14-01-2018 5.50,426.6090698,3596.547181,13.87412326,41,37,87,29.78
14-01-2018 5.50,426.6090698,3596.547181,13.87412326,39,37,93,29.78
14-01-2018 6.20,549.1763814,3600,14.97029654,39,37,93,29.78
14-01-2018 6.20,549.1763814,3600,14.97029654,39,37,93,29.81
14-01-2018 6.50,538.2801717,3600,15.76361307,39,37,93,29.81
14-01-2018 7.20,414.6469421,3600,14.91501999,39,36,87,29.81
14-01-2018 7.50,343.1513672,3476.963544,13.04856014,39,36,87,29.84
14-01-2018 8.20,342.8105062,3598.346664,13.30889002,39,36,87,29.84
14-01-2018 8.50,114.6928813,2563.275711,9.964847566,39,36,87,29.84
15-01-2018 7.20,0,0,2.323195616,36,32,87,30.05
15-01-2018 9.20,0,13.81540524,2.930898349,37,32,81,30.07
15-01-2018 9.50,0,0,2.564920982,39,32,75,30.07
15-01-2018 10.20,0,0,1.77188162,39,32,75,30.07
15-01-2018 10.50,0,0,1.971187989,41,32,70,30.07
15-01-2018 11.20,0,0,1.706182678,41,32,70,30.05
15-01-2018 12.20,0,7.50260594,2.800539652,43,25,49,30.05
15-01-2018 12.50,0,14.63248128,2.678636988,43,25,49,30.05
15-01-2018 13.20,0,0,2.471640706,45,27,49,30.02
15-01-2018 13.50,0,0,0.599884838,43,28,57,30.02
15-01-2018 14.20,0,0,2.226973653,43,28,57,30.02
15-01-2018 14.50,0,0,1.743591984,43,30,61,30.02
15-01-2018 15.20,0,0,1.878315687,45,30,57,29.99
15-01-2018 15.50,0,0,2.557068983,43,30,61,30.02
15-01-2018 16.20,1.373799493,78.54108193,3.514546871,43,30,61,30.02
15-01-2018 17.20,193.7834787,293.0845962,4.792611599,41,30,65,29.99
15-01-2018 17.50,629.8151856,729.0848071,6.288818995,41,30,65,29.99
15-01-2018 18.20,909.1165567,1005.799612,6.958441258,39,30,70,29.99
15-01-2018 18.50,1200.835673,1227.800291,7.41686376,39,30,70,29.99
15-01-2018 19.20,1120.734823,929.1661983,6.797772249,37,30,75,29.99
15-01-2018 19.50,1821.084676,1554.957894,8.027658145,37,30,75,29.99
15-01-2018 20.20,2514.829997,2461.547202,9.496094387,39,30,70,29.99
15-01-2018 20.50,2376.167318,2264.224753,9.184482257,39,30,70,29.99
15-01-2018 21.20,2403.921712,2228.672589,9.128756205,39,30,70,29.99
15-01-2018 21.50,1437.98466,1076.269025,7.115347068,39,30,70,29.96
15-01-2018 22.20,1986.852661,1757.615975,8.383822759,39,30,70,29.96
15-01-2018 22.50,2431.627604,2341.232088,9.30615139,39,30,70,29.96
15-01-2018 23.20,2987.459391,2848.923096,10.18927797,39,30,70,29.96
15-01-2018 23.50,3601.709391,3487.329472,11.85972691,39,32,75,29.96
16-01-2018 0.20,992.2764892,3549.967486,12.20236651,39,32,75,29.93
16-01-2018 0.50,2846.222331,3533.719706,12.08916346,37,32,81,29.93
16-01-2018 1.20,1987.163655,3541.286357,12.19935322,39,32,75,29.93
16-01-2018 1.50,862.2410735,3593.417589,13.11350346,39,32,75,29.9
16-01-2018 10.50,2395.944994,3588.063487,12.90986315,45,41,87,29.75
16-01-2018 11.20,3597.8597,3598.648336,13.23705355,46,41,81,29.75
16-01-2018 11.50,3593.875325,3593.192576,13.30189641,46,39,76,29.75
16-01-2018 12.20,3603.271973,3600,14.44419638,46,41,81,29.72
16-01-2018 12.50,3599.118978,3599.230248,13.12699318,46,41,81,29.7
16-01-2018 13.20,3466.560954,3540.930288,12.23802312,46,41,81,29.7
16-01-2018 13.50,3466.431722,3551.876356,12.25557359,48,41,76,29.67
16-01-2018 14.20,3492.768066,3548.714339,12.22360325,46,43,87,29.67
16-01-2018 14.50,2923.515706,3216.399474,10.8677667,46,43,87,29.67
16-01-2018 15.20,2847.056966,3210.937513,10.83722687,46,43,87,29.67
16-01-2018 15.50,2830.150065,3076.470882,10.53722986,46,45,93,29.64
16-01-2018 16.20,2952.837402,3130.405726,10.64564673,48,43,82,29.64
16-01-2018 16.50,2920.078939,3069.759618,10.66031647,48,43,82,29.64
16-01-2018 17.20,3310.815999,3407.255665,11.45225684,48,43,82,29.64
16-01-2018 17.50,3443.020996,3460.583857,11.66794332,48,43,82,29.64
16-01-2018 18.20,3422.04362,3457.176016,11.69894982,48,43,82,29.64
16-01-2018 18.50,3582.81071,3592.535556,12.81306998,48,43,82,29.64
16-01-2018 19.20,3444.664307,3600,13.61109988,48,43,82,29.61
16-01-2018 19.50,3450.090739,3600,13.94417985,48,43,82,29.61
16-01-2018 20.20,3438.56901,3597.432999,13.6394968,48,41,76,29.61
16-01-2018 20.50,3381.438639,3600,14.10653019,48,41,76,29.61
16-01-2018 21.20,3387.097982,3600,13.53089682,48,41,76,29.58
16-01-2018 21.50,3505.256673,3600,13.61500327,48,43,82,29.58
16-01-2018 22.20,3523.031413,3600,13.45330334,48,43,82,29.58
16-01-2018 22.50,3428.304606,3600,14.58986664,48,41,76,29.55
16-01-2018 23.20,3436.555664,3600,14.55988312,48,41,76,29.58
16-01-2018 23.50,3476.590983,3595.636722,13.6939764,48,41,76,29.55
17-01-2018 0.20,3596.430339,3600,13.51570956,48,41,76,29.55
17-01-2018 0.50,3577.907389,3600,13.44528007,48,41,76,29.55
17-01-2018 1.20,3401.443685,3600,14.92299334,48,41,76,29.55
17-01-2018 1.50,3424.721354,3600,14.14168008,48,41,76,29.55
17-01-2018 2.20,3571.955078,3598.804089,13.09423319,48,43,82,29.55
17-01-2018 2.50,3601.597657,3589.85846,12.7355299,50,43,88,29.64
17-01-2018 3.20,3585.102376,3588.682988,12.70022011,50,43,88,29.64
17-01-2018 3.50,3548.201986,3588.589079,12.85120996,48,41,76,29.52
17-01-2018 4.20,3596.190674,3599.218563,13.10702674,50,43,76,29.52
17-01-2018 4.50,3455.524007,3600,13.98202642,50,43,76,29.49
17-01-2018 5.20,2985.671997,3598.296433,13.31923008,50,43,76,29.49
17-01-2018 6.50,2904.361654,3600,13.52565988,48,41,76,29.46
17-01-2018 7.20,3551.213379,3600,14.28882344,48,41,76,29.46
