Date,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh)
04-01-2018 14.20,3603.378906,18.35807991,3600
04-01-2018 14.30,3602.785889,19.24801064,3600
04-01-2018 14.40,3603.166992,18.73475075,3600
04-01-2018 14.50,3602.89209,18.81599045,3600
04-01-2018 15.00,3601.084961,18.35313988,3600
04-01-2018 15.10,3602.88501,18.57889938,3600
04-01-2018 15.20,3602.424072,16.74393082,3600
04-01-2018 15.30,725.4082031,16.38528061,3600
04-01-2018 15.40,0,15.87602043,3600
04-01-2018 15.50,0,16.50458908,3600
04-01-2018 16.00,0,17.36437035,3600
04-01-2018 16.10,0,14.44423008,3600
04-01-2018 16.20,0,13.4463501,3600
04-01-2018 16.30,0,13.35803032,3600
04-01-2018 16.40,2869.673096,14.68612957,3600
04-01-2018 16.50,3601.309082,14.44338036,3600
04-01-2018 17.00,3589.271973,14.46502018,3600
04-01-2018 17.10,3570.514893,13.92370033,3600
04-01-2018 17.20,3493.51001,13.28448009,3600
04-01-2018 17.30,3404.24292,12.78376961,3594.292571
04-01-2018 17.40,3470.2229,13.1118803,3600
04-01-2018 17.50,2972.072998,11.23023033,3347.813734
04-01-2018 18.00,2959.88501,11.25407028,3354.959796
04-01-2018 18.10,2455.153076,11.19143963,3335.927166
04-01-2018 18.20,0,9.822131157,2676.455372
04-01-2018 18.30,0,11.45726013,3411.077978
04-01-2018 18.40,0,11.51352978,3425.145525
04-01-2018 18.50,2216.156006,11.57800007,3440.502369
04-01-2018 19.00,1837.490967,11.42660046,3403.148599
04-01-2018 19.10,0,9.852775574,2697.111463
04-01-2018 19.20,0,8.721741676,1966.386842
04-01-2018 19.30,1042.366943,9.356332779,2375.762046
04-01-2018 19.40,2308.790039,9.687287331,2581.823661
04-01-2018 19.50,1205.234009,8.902603149,2081.40246
04-01-2018 20.00,0,9.075222969,2192.592911
04-01-2018 20.10,0,8.837212563,2039.624097
04-01-2018 20.20,922.2493286,8.531021118,1847.157433
04-01-2018 20.30,1830.152954,8.701745987,1953.780141
04-01-2018 20.40,2677.073975,10.64577007,3132.491916
04-01-2018 20.50,2752.764893,10.78829002,3192.457726
04-01-2018 21.00,3066.018066,11.28127003,3362.966308
04-01-2018 21.10,2834.433105,10.75967979,3180.825049
04-01-2018 21.20,2698.455078,10.49732971,3064.513852
04-01-2018 21.30,2814.285889,10.7316103,3169.216214
04-01-2018 21.40,2224.863037,9.425815582,2421.301
04-01-2018 21.50,3347.552002,10.96236038,3258.990138
04-01-2018 22.00,328.3098145,10.68787956,3150.739325
04-01-2018 22.10,1085.081055,10.03818035,2815.613895
04-01-2018 22.20,2571.061035,9.646001816,2551.605058
04-01-2018 22.30,1338.032959,7.351679802,1182.505469
04-01-2018 22.40,1572.222046,7.972425938,1514.245893
04-01-2018 22.50,1376.552979,7.696253777,1361.149893
04-01-2018 23.00,450.9927979,5.550764084,483.7223348
04-01-2018 23.10,1084.353027,7.168972015,1093.903862
04-01-2018 23.20,1147,6.934552193,986.7965902
04-01-2018 23.30,1179.597046,7.259799957,1137.364995
04-01-2018 23.40,1345.041992,7.458614826,1236.592324
04-01-2018 23.50,985.552124,6.915987015,978.6132025
05-01-2018 0.00,432.5440063,5.839684963,572.2332644
05-01-2018 0.10,306.2110901,5.421854973,446.7984598
05-01-2018 0.20,232.1452026,5.061748981,351.3154251
05-01-2018 0.30,176.8462067,4.908945084,313.9414681
05-01-2018 0.40,166.8802948,4.956251144,325.3242441
05-01-2018 0.50,138.4299927,4.577853203,238.6629445
05-01-2018 1.00,141.7480927,4.601239204,243.7416374
05-01-2018 1.10,130.7471924,4.399209976,200.9651606
05-01-2018 1.20,101.1499023,4.031604767,128.890074
05-01-2018 1.30,75.05664063,3.702771902,77.99976858
05-01-2018 1.40,59.70672989,3.738620996,83.28075
05-01-2018 1.50,57.45582962,3.83702302,98.83333949
05-01-2018 2.00,3.148000002,4.102117062,142.1947596
05-01-2018 2.10,74.91368103,3.895008087,108.7234169
05-01-2018 2.20,92.37190247,4.000885963,123.1645106
05-01-2018 2.30,111.1013031,4.104833126,142.7118718
05-01-2018 2.40,108.591301,4.078313828,137.6777041
05-01-2018 2.50,165.7434998,4.429418087,207.2074754
05-01-2018 3.00,112.2382965,4.101101875,142.0015676
05-01-2018 3.10,78.78263855,3.740411997,83.5499779
05-01-2018 3.20,72.75640869,3.768455982,87.83255916
05-01-2018 3.30,61.46963882,3.771565914,88.31522604
05-01-2018 3.40,24.90113068,3.542059898,56.85223142
05-01-2018 3.50,0,3.376606941,39.39804517
05-01-2018 4.00,0,3.830168009,97.69969011
05-01-2018 4.10,59.66535187,4.041621208,130.7661389
05-01-2018 4.20,61.5114212,4.037376881,129.9706291
05-01-2018 4.30,70.56941986,4.075547218,137.154412
05-01-2018 4.40,78.08460236,4.125371933,146.6336144
05-01-2018 4.50,79.54492188,4.309327126,182.6944229
05-01-2018 5.00,52.68270111,4.078557968,137.7238993
05-01-2018 5.10,13.87812042,3.72001195,80.51375898
05-01-2018 5.20,-0.515600026,2.878205061,0
05-01-2018 5.30,0,2.427514076,0
05-01-2018 5.40,0,2.585530043,0
05-01-2018 5.50,0,2.435378075,0
05-01-2018 6.00,0,2.059607983,0
05-01-2018 6.10,0,1.753144979,0
05-01-2018 6.20,0,1.731091976,0
05-01-2018 6.30,0,1.518944025,0
05-01-2018 6.40,0,1.266975045,0
05-01-2018 6.50,0,1.916267991,0
05-01-2018 7.00,0,2.296169043,0
05-01-2018 7.10,0,2.179836988,0
05-01-2018 7.20,0,2.036436081,0
05-01-2018 7.30,0,1.617221951,0
05-01-2018 7.40,0,1.54569304,0
05-01-2018 7.50,0,1.590216041,0
05-01-2018 8.00,0,1.573091984,0
05-01-2018 8.10,0,1.946601987,0
05-01-2018 8.20,0,1.778800964,0
05-01-2018 8.30,0,1.787718058,0
05-01-2018 8.40,0,1.870188951,0
05-01-2018 8.50,0,1.515403032,0
05-01-2018 9.00,0,1.58762002,0
05-01-2018 9.10,0,1.641888976,0
05-01-2018 9.20,0,1.747360945,0
05-01-2018 9.30,0,2.373065948,0
05-01-2018 9.40,0,1.954058051,0
05-01-2018 9.50,0,1.64891398,0
05-01-2018 10.00,0,2.182981968,0
05-01-2018 10.10,0,2.366961002,0
05-01-2018 10.20,0,0.900627315,0
05-01-2018 10.30,0,1.464504957,0
05-01-2018 10.40,0,1.204887033,0
05-01-2018 10.50,0,1.049350977,0
05-01-2018 11.00,0,1.061023951,0
05-01-2018 11.10,0,2.208884001,0
05-01-2018 11.20,0,1.600877047,0
05-01-2018 11.30,0,2.221441031,0
05-01-2018 11.40,0,1.943415046,0
05-01-2018 11.50,0,2.120382071,0
05-01-2018 12.00,0,2.155692101,0
05-01-2018 12.10,0,2.121860981,0
05-01-2018 12.20,0,1.621942997,0
05-01-2018 12.30,0,1.215445995,0
05-01-2018 12.40,0,1.927628994,0
05-01-2018 12.50,0,2.690260887,0
05-01-2018 13.00,0,1.947821021,0
05-01-2018 13.10,0,1.720613956,0
05-01-2018 13.20,0,1.649309039,0
05-01-2018 13.30,0,1.927638054,0
05-01-2018 13.40,0,2.150041103,0
05-01-2018 13.50,0,2.211427927,0
05-01-2018 14.00,0,2.770289898,0
05-01-2018 14.10,0,2.820333004,0
05-01-2018 14.20,0,3.116125107,20.79480665
05-01-2018 14.30,0,3.550851107,57.90219075
05-01-2018 14.40,0,3.448736906,46.46876586
05-01-2018 14.50,0,3.273000002,30.69832014
05-01-2018 15.00,0,3.671971083,73.62668552
05-01-2018 15.10,63.10047913,4.171864033,155.5862023
05-01-2018 15.20,138.1060944,4.404900074,202.1369962
05-01-2018 15.30,84.17228699,4.005475998,124.0173672
05-01-2018 15.40,2.463798046,3.289339066,31.95621769
05-01-2018 15.50,41.5369606,3.723345995,81.00542611
05-01-2018 16.00,135.5747986,4.212975979,163.5918153
05-01-2018 16.10,97.09864044,4.064788818,135.1228783
05-01-2018 16.20,72.76360321,3.874885082,105.2302352
05-01-2018 16.30,112.2667999,4.20612812,162.2524496
05-01-2018 16.40,78.59867859,3.98123908,124.4260612
05-01-2018 16.50,36.48994064,3.656987906,71.55426161
05-01-2018 17.00,94.1784668,4.129817009,147.4850273
05-01-2018 17.10,118.6865997,4.330677032,186.9939782
05-01-2018 17.20,51.45933151,3.908632994,111.1253692
05-01-2018 17.30,2.828607082,3.156862974,22.98809459
05-01-2018 17.40,0,3.340745926,36.19249251
05-01-2018 17.50,0,3.337409973,35.90475834
05-01-2018 18.00,0,2.768764973,0
05-01-2018 18.10,0,2.779472113,0
05-01-2018 18.20,0,2.775744915,0
05-01-2018 18.30,10.75718975,3.765669107,87.401346
05-01-2018 18.40,44.40887833,3.454874039,47.10880052
05-01-2018 18.50,28.21928978,3.38319397,40.00921651
05-01-2018 19.00,163.3984985,4.258706093,172.5977107
05-01-2018 19.10,136.8374023,4.132058144,147.9146564
05-01-2018 19.20,59.35889816,3.794666052,91.94884438
05-01-2018 19.30,18.59948921,3.300954103,32.8764011
05-01-2018 19.40,102.4515991,3.826453924,97.08861268
05-01-2018 19.50,60.11779022,3.616508007,66.13482605
05-01-2018 20.00,12.47183037,3.002454996,16.07904204
05-01-2018 20.10,1.994338989,3.04885006,17.75410817
05-01-2018 20.20,184.1764984,4.85763979,301.781175
05-01-2018 20.30,191.4387054,4.671301842,259.1656619
05-01-2018 20.40,37.80189896,3.618118048,66.3453712
05-01-2018 20.50,35.45225143,3.603293896,64.42248663
05-01-2018 21.00,52.94897079,3.808250904,94.12559085
05-01-2018 21.10,6.160202026,3.216362,26.66858517
05-01-2018 21.20,0,3.129659891,21.49405151
05-01-2018 21.30,0,2.455583096,0
05-01-2018 21.40,0,2.999583006,0
05-01-2018 21.50,0,3.334645987,35.66770648
05-01-2018 22.00,0,3.478713036,49.65211077
05-01-2018 22.10,0,3.389394999,40.59091715
05-01-2018 22.20,0,3.728197098,81.72398819
05-01-2018 22.30,21.52611923,3.7394979,83.41250433
05-01-2018 22.40,0.788534403,3.259140015,29.66476424
05-01-2018 22.50,0,3.284096956,31.54798904
05-01-2018 23.00,0,2.570610046,0
05-01-2018 23.10,0,2.705894947,0
05-01-2018 23.20,0,2.933393002,0
05-01-2018 23.30,0,3.161823988,23.27332786
05-01-2018 23.40,0,2.894720078,0
05-01-2018 23.50,0,2.230159044,0
06-01-2018 0.00,757.6248779,6.662232876,870.9265874
06-01-2018 0.10,672.3128052,6.392140865,764.4422928
06-01-2018 0.20,586.302002,6.162779808,680.2927251
06-01-2018 0.30,712.4727783,6.714571953,892.5157615
06-01-2018 0.40,647.8087158,6.583013058,838.8469071
06-01-2018 0.50,549.6671753,6.224031925,702.2111495
06-01-2018 1.00,483.6835938,6.031245232,634.5804798
06-01-2018 1.10,387.4360046,5.592654228,496.0526918
06-01-2018 1.20,399.9450989,5.601733208,498.7469799
06-01-2018 1.30,375.4809875,5.543466091,481.5910429
06-01-2018 1.40,378.4681091,5.555140018,485.002665
06-01-2018 1.50,434.7669983,5.705931187,530.237053
06-01-2018 2.00,447.5314026,5.730930805,537.9501414
06-01-2018 2.10,446.6806946,5.776453018,552.1549215
06-01-2018 2.20,427.3546143,5.67557621,520.9544694
06-01-2018 2.30,510.4916992,6.016771793,629.6634377
06-01-2018 2.40,687.5706177,6.596912861,844.4239928
06-01-2018 2.50,846.5250854,7.072727203,1049.066663
06-01-2018 3.00,829.8275146,6.889629841,967.0682022
06-01-2018 3.10,1196.095947,7.77046299,1401.418743
06-01-2018 3.20,1139.753052,7.396202087,1204.818023
06-01-2018 3.30,1169.415039,7.50005722,1258.029335
06-01-2018 3.40,1321.686035,7.774157047,1403.44058
06-01-2018 3.50,1482.110962,8.135534286,1608.540459
06-01-2018 4.00,1559.302979,8.34357357,1732.453292
06-01-2018 4.10,2001.619019,9.481863976,2458.08092
06-01-2018 4.20,2514.331055,10.52709007,3078.606653
06-01-2018 4.30,2555.968994,10.62362003,3122.71216
06-01-2018 4.40,2224.184082,9.745375633,2623.344792
06-01-2018 4.50,1868.241943,9.215454102,2283.707714
06-01-2018 5.00,1490.805054,8.314624786,1714.98505
06-01-2018 5.10,1302.487061,7.784242153,1408.968594
06-01-2018 5.20,1486.843018,8.228613853,1663.505073
06-01-2018 5.30,1692.272949,8.768815041,1996.155576
06-01-2018 5.40,1555.782959,8.374505997,1751.194416
06-01-2018 5.50,1678.952026,8.763187408,1992.590195
06-01-2018 6.00,1950.44104,9.470608711,2450.69235
06-01-2018 6.10,1915.067017,9.260573387,2313.141944
06-01-2018 6.20,1569.395996,8.396225929,1764.399813
06-01-2018 6.30,1602.844971,8.420394897,1779.137771
06-01-2018 6.40,1345.219971,7.894762993,1470.319981
06-01-2018 6.50,1348.92395,7.9966712,1528.091005
06-01-2018 7.00,1621.828003,8.497685432,1826.56649
06-01-2018 7.10,1419.203003,8.029998779,1547.222316
06-01-2018 7.20,1310.839966,7.897502899,1471.858474
06-01-2018 7.30,914.7056885,6.998839855,1015.466631
06-01-2018 7.40,866.4661255,6.861811161,954.9752833
06-01-2018 7.50,917.628418,6.639900208,861.8106842
06-01-2018 8.00,983.3710938,6.872261047,959.5068419
06-01-2018 8.10,863.1687012,6.727221012,897.7810117
06-01-2018 8.20,1220.427002,7.648337841,1335.508342
06-01-2018 8.30,1891.599976,9.049826622,2176.160557
06-01-2018 8.40,1341.426025,7.752283096,1391.492161
06-01-2018 8.50,954.0570068,6.824388027,938.855299
06-01-2018 9.00,1112.838989,7.217034817,1116.760485
06-01-2018 9.10,1081.620972,7.270168781,1142.399173
06-01-2018 9.20,1819.647949,8.563685417,1867.409158
06-01-2018 9.30,1082.370972,7.094672203,1059.182279
06-01-2018 9.40,912.4049072,6.582183838,838.5148849
06-01-2018 9.50,1025.457031,6.922306061,981.393799
06-01-2018 10.00,1091.685059,7.212101936,1114.400072
06-01-2018 10.10,1065.087036,7.023733139,1026.708453
06-01-2018 10.20,887.060791,6.728485107,898.3082253
06-01-2018 10.30,840.5612183,6.643560886,863.3010122
06-01-2018 10.40,952.8903809,6.98073101,1007.338136
06-01-2018 10.50,887.2006836,6.557679176,828.7380985
06-01-2018 11.00,708.8773804,6.184372902,687.9737219
06-01-2018 11.10,761.1845093,6.365664005,754.4379439
06-01-2018 11.20,765.4840698,6.528543949,817.2015014
06-01-2018 11.30,678.5709839,6.132003784,669.4314273
06-01-2018 11.40,765.4373169,6.49570179,804.3106295
06-01-2018 11.50,642.0213013,6.102417946,659.0856139
06-01-2018 12.00,695.2540283,6.374618053,757.8127095
06-01-2018 12.10,764.2471924,6.613444805,851.0856576
06-01-2018 12.20,659.3129272,6.234517097,706.003478
06-01-2018 12.30,746.3433838,6.653122902,867.2011135
06-01-2018 12.40,520.7841187,5.925933838,600.285013
06-01-2018 12.50,617.6328735,6.29116106,726.6951384
06-01-2018 13.00,661.0625,6.361997128,753.0584208
06-01-2018 13.10,918.4124146,7.069924831,1047.779431
06-01-2018 13.20,873.2589111,6.696818829,885.157311
06-01-2018 13.30,1150.123047,7.516087055,1266.264743
06-01-2018 13.40,1337.993042,7.772573948,1402.573917
06-01-2018 13.50,1699.921021,8.45941925,1803.029041
06-01-2018 14.00,1986.666992,9.372479439,2386.337931
06-01-2018 14.10,2244.668945,9.886717796,2719.6307
06-01-2018 14.20,2163.850098,9.588616371,2508.609137
06-01-2018 14.30,2214.022949,9.684782028,2580.006797
06-01-2018 14.40,1889.963989,9.33298111,2360.474962
06-01-2018 14.50,1724.46106,8.679057121,1939.504112
06-01-2018 15.00,2050.893066,9.243180275,2301.789346
06-01-2018 15.10,2303.14209,9.890705109,2722.251472
06-01-2018 15.20,2579.278076,10.49775028,3064.714657
06-01-2018 15.30,2554.301025,10.54160976,3085.396936
06-01-2018 15.40,2543.147949,10.61688042,3119.711459
06-01-2018 15.50,2349.173096,10.02830982,2809.579006
06-01-2018 16.00,1986.738037,9.205444336,2277.184722
06-01-2018 16.10,2273.230957,9.691358566,2584.771526
06-01-2018 16.20,2140.239014,9.480252266,2457.022832
06-01-2018 16.30,1679.478027,8.621235847,1903.265132
06-01-2018 16.40,2348.302002,10.16069984,2888.040395
06-01-2018 16.50,2713.316895,11.22939014,3347.559684
06-01-2018 17.00,2995.727051,11.77766991,3483.06354
06-01-2018 17.10,2968.197998,11.65594006,3458.003293
06-01-2018 17.20,3299.593018,12.11013031,3538.046463
06-01-2018 17.30,3591.216064,12.78635025,3594.375814
06-01-2018 17.40,3603.829102,13.46350956,3600
06-01-2018 17.50,3604.136963,13.76928997,3600
06-01-2018 18.00,3585.928955,14.15983009,3600
06-01-2018 18.10,3573.334961,13.06552029,3600
06-01-2018 18.20,3432.999023,12.1400404,3542.066859
06-01-2018 18.30,3582.416992,12.60198975,3585.965686
06-01-2018 18.40,3594.936035,13.56050014,3600
06-01-2018 18.50,3595.936035,13.96778965,3600
06-01-2018 19.00,3601.444092,14.10713005,3600
06-01-2018 19.10,3583.695068,13.64402962,3600
06-01-2018 19.20,3581.475098,13.50986004,3600
06-01-2018 19.30,3400.662109,12.39778996,3570.687379
06-01-2018 19.40,3494.306885,12.87646961,3596.677318
06-01-2018 19.50,3583.037109,13.56303978,3600
06-01-2018 20.00,3597.891113,13.63311958,3600
06-01-2018 20.10,3592.145996,13.63512039,3600
06-01-2018 20.20,3582.039063,13.31719971,3600
06-01-2018 20.30,3561.738037,12.56824017,3583.878564
06-01-2018 20.40,3573.36499,12.68990993,3590.602778
06-01-2018 20.50,3573.748047,12.37010956,3568.121203
06-01-2018 21.00,3589.488037,13.0044899,3600
06-01-2018 21.10,3453.708984,12.32036018,3563.206175
06-01-2018 21.20,3081.50293,11.45522022,3410.55623
06-01-2018 21.30,2174.718018,9.843317032,2690.768899
06-01-2018 21.40,1374.777954,7.996407032,1527.939822
06-01-2018 21.50,1655.358032,8.657209396,1925.786781
06-01-2018 22.00,1782.964966,8.991642952,2138.604833
06-01-2018 22.10,1608.954956,8.499015808,1827.386722
06-01-2018 22.20,1687.687012,8.916044235,2090.015117
06-01-2018 22.30,1938.930054,9.342267036,2366.552785
06-01-2018 22.40,1860.156006,8.981337547,2131.966965
06-01-2018 22.50,1660.678955,8.781117439,2003.955777
06-01-2018 23.00,1633.871948,8.739694595,1977.725343
06-01-2018 23.10,1537.501953,8.504908562,1831.021384
06-01-2018 23.20,1342.156982,8.10656929,1591.602351
06-01-2018 23.30,1361.95105,8.110383034,1593.827919
06-01-2018 23.40,1008.778015,7.490429878,1253.016546
06-01-2018 23.50,1073.991943,7.856517792,1448.932197
07-01-2018 0.00,1473.840942,8.069483757,1570.034762
07-01-2018 0.10,1428.651978,8.144854546,1614.007829
07-01-2018 0.20,1346.494995,7.923680782,1486.599346
07-01-2018 0.30,1273.417969,7.939813137,1495.720774
07-01-2018 0.40,1502.305054,8.222449303,1659.840322
07-01-2018 0.50,1625.06897,8.464502335,1806.149422
07-01-2018 1.00,1736.475952,8.806610107,2020.145009
07-01-2018 1.10,1708.891968,8.841268539,2042.209393
07-01-2018 1.20,1354.010986,7.996041775,1527.730797
07-01-2018 1.30,1427.305054,8.118664742,1598.665686
07-01-2018 1.40,1351.019043,7.979687214,1518.385921
07-01-2018 1.50,1530.764038,8.345801353,1733.800446
07-01-2018 2.00,1548.103027,8.433931351,1787.411876
07-01-2018 2.10,1051.765991,7.403964043,1208.737881
07-01-2018 2.20,1094.553955,7.548171043,1282.851965
07-01-2018 2.30,1176.713013,7.676603794,1350.599795
07-01-2018 2.40,899.1439209,7.119966984,1070.920518
07-01-2018 2.50,878.0822754,7.102131844,1062.635208
07-01-2018 3.00,803.6442871,6.817595959,935.9476974
07-01-2018 3.10,671.5015869,6.497034073,804.8312307
07-01-2018 3.20,716.0308838,6.668243885,873.3899763
07-01-2018 3.30,911.847229,7.084177017,1054.336628
07-01-2018 3.40,897.5018921,7.042607784,1035.285113
07-01-2018 3.50,899.8587036,7.074561119,1049.909602
07-01-2018 4.00,959.1262207,7.215701103,1116.121965
07-01-2018 4.10,884.0402832,7.14121294,1080.845407
07-01-2018 4.20,776.6292725,6.875937939,961.1044741
07-01-2018 4.30,694.0062256,6.595424175,843.8256359
07-01-2018 4.40,589.5203857,6.346152782,747.1143829
07-01-2018 4.50,410.9573059,5.748127937,543.2919748
07-01-2018 5.00,254.1018066,5.108240128,363.042584
07-01-2018 5.10,91.7512207,4.070569992,136.2138853
07-01-2018 5.20,11.32818985,3.384597063,40.14029809
07-01-2018 5.30,0,2.525801897,0
07-01-2018 5.40,0,2.739701986,0
07-01-2018 5.50,0,2.516560078,0
07-01-2018 6.00,0,2.007282972,0
07-01-2018 6.10,0,1.51985395,0
07-01-2018 6.20,0,1.468817949,0
07-01-2018 6.30,0,2.880832911,0
07-01-2018 6.40,0,3.008147001,16.26601393
07-01-2018 6.50,0,2.369421005,0
07-01-2018 7.00,0,2.636543036,0
07-01-2018 7.10,0,2.278240919,0
07-01-2018 7.20,0,2.770143986,0
07-01-2018 7.30,0,2.743292093,0
07-01-2018 7.40,0,2.279534101,0
07-01-2018 7.50,0,2.563245058,0
07-01-2018 8.00,0,2.636049986,0
07-01-2018 8.10,0,3.61660099,66.14697419
07-01-2018 8.20,0,2.663433075,0
07-01-2018 8.30,0,1.775467038,0
07-01-2018 8.40,0,1.970268965,0
07-01-2018 8.50,0,1.814501047,0
07-01-2018 9.00,0,2.259990931,0
07-01-2018 9.10,0,2.037364006,0
07-01-2018 9.20,0,2.481662989,0
07-01-2018 9.30,0,2.522845984,0
07-01-2018 9.40,0,2.338129997,0
07-01-2018 9.50,0,2.43322897,0
07-01-2018 10.00,0,3.439523935,45.51926911
07-01-2018 10.10,4.280790806,3.008544922,16.27927876
07-01-2018 10.20,5.29632616,2.861125946,0
07-01-2018 10.30,15.21916008,3.102895975,20.13967774
07-01-2018 10.40,0,3.204119921,25.86503283
07-01-2018 10.50,59.72491074,3.833120108,98.18697255
07-01-2018 11.00,52.74053955,3.584656954,62.05492281
07-01-2018 11.10,49.08435822,3.526259899,54.99627529
07-01-2018 11.20,16.37261963,3.028063059,16.96102071
07-01-2018 11.30,-0.095733114,2.674285889,0
07-01-2018 11.40,0,2.588860989,0
07-01-2018 11.50,0,2.750960112,0
07-01-2018 12.00,0,3.055813074,18.03522631
07-01-2018 12.10,0,3.449604988,46.55893124
07-01-2018 12.20,56.6525116,3.637145996,68.8650735
07-01-2018 12.30,54.14345932,3.654752016,71.24808072
07-01-2018 12.40,5.591002941,2.702686071,0
07-01-2018 12.50,0,3.153393984,22.79098463
07-01-2018 13.00,0,3.282129049,31.39587361
07-01-2018 13.10,19.07127953,3.150578022,22.63239596
07-01-2018 13.20,51.97045898,3.417737007,43.3279208
07-01-2018 13.30,58.59833908,3.719364882,80.41854283
07-01-2018 13.40,139.2758942,4.209249973,162.8627548
07-01-2018 13.50,193.0558929,4.60672617,244.9382254
07-01-2018 14.00,252.0332947,4.947999001,323.326689
07-01-2018 14.10,179.625,4.502697945,222.5709822
07-01-2018 14.20,264.4782104,4.913639069,315.0635689
07-01-2018 14.30,145.8954926,4.247679234,170.4162407
07-01-2018 14.40,144.9109955,4.296793938,180.1818888
07-01-2018 14.50,161.1446991,4.381357193,197.3004097
07-01-2018 15.00,180.2136993,4.456263065,212.7990114
07-01-2018 15.10,106.072998,3.964730024,121.3276824
07-01-2018 15.20,91.77288818,3.882858992,106.6066877
